44 9.991759e-01 0.000000e+00 3.710457e-02 
45 9.991234e-01 0.000000e+00 3.821899e-02 
46 9.990682e-01 0.000000e+00 3.935444e-02 
47 9.990104e-01 0.000000e+00 4.051082e-02 
48 9.989497e-01 0.000000e+00 4.168812e-02 
49 9.988861e-01 0.000000e+00 4.288681e-02 
50 9.988196e-01 0.000000e+00 4.410691e-02 
51 9.987500e-01 0.000000e+00 4.534658e-02 
52 9.986776e-01 0.000000e+00 4.660111e-02 
53 9.986026e-01 0.000000e+00 4.786291e-02 
54 9.985256e-01 0.000000e+00 4.912260e-02 
55 9.984468e-01 0.000000e+00 5.037065e-02 
56 9.983669e-01 0.000000e+00 5.159903e-02 
57 9.982862e-01 0.000000e+00 5.280236e-02 
58 9.982048e-01 0.000000e+00 5.397842e-02 
59 9.981228e-01 0.000000e+00 5.512792e-02 
60 9.980403e-01 0.000000e+00 5.625389e-02 
61 9.979568e-01 0.000000e+00 5.736075e-02 
62 9.978724e-01 0.000000e+00 5.845329e-02 
63 9.977867e-01 0.000000e+00 5.953573e-02 
64 9.976996e-01 0.000000e+00 6.061100e-02 
65 9.976110e-01 0.000000e+00 6.168046e-02 
66 9.975209e-01 0.000000e+00 6.274425e-02 
67 9.974294e-01 0.000000e+00 6.380218e-02 
68 9.973364e-01 0.000000e+00 6.485500e-02 
69 9.972418e-01 0.000000e+00 6.590545e-02 
70 9.971451e-01 0.000000e+00 6.695870e-02 
71 9.970460e-01 0.000000e+00 6.802191e-02 
72 9.969437e-01 0.000000e+00 6.910324e-02 
73 9.968377e-01 0.000000e+00 7.021046e-02 
74 9.967275e-01 0.000000e+00 7.134990e-02 
75 9.966125e-01 0.000000e+00 7.252573e-02 
76 9.964925e-01 0.000000e+00 7.373986e-02 
77 9.963674e-01 0.000000e+00 7.499203e-02 
78 9.962372e-01 0.000000e+00 7.628006e-02 
79 9.961021e-01 0.000000e+00 7.760006e-02 
80 9.959622e-01 0.000000e+00 7.894652e-02 
81 9.958182e-01 0.000000e+00 8.031247e-02 
82 9.956705e-01 0.000000e+00 8.168960e-02 
83 9.955199e-01 0.000000e+00 8.306870e-02 
84 9.953672e-01 0.000000e+00 8.444006e-02 
85 9.952132e-01 0.000000e+00 8.579416e-02 
86 9.950588e-01 0.000000e+00 8.712233e-02 
87 9.949046e-01 0.000000e+00 8.841741e-02 
88 9.947513e-01 0.000000e+00 8.967430e-02 
89 9.945993e-01 0.000000e+00 9.089027e-02 
90 9.944487e-01 0.000000e+00 9.206490e-02 
91 9.942996e-01 0.000000e+00 9.319964e-02 
92 9.941518e-01 0.000000e+00 9.429702e-02 
93 9.940052e-01 0.000000e+00 9.535966e-02 
94 9.938598e-01 0.000000e+00 9.638942e-02 
95 9.937156e-01 0.000000e+00 9.738682e-02 
96 9.935728e-01 0.000000e+00 9.835094e-02 
97 9.934317e-01 0.000000e+00 9.927977e-02 
98 9.932927e-01 0.000000e+00 1.001709e-01 
99 9.931561e-01 0.000000e+00 1.010219e-01 
100 9.930222e-01 0.000000e+00 1.018315e-01 
101 9.928912e-01 0.000000e+00 1.025992e-01 
102 9.927630e-01 0.000000e+00 1.033255e-01 
103 9.926376e-01 0.000000e+00 1.040121e-01 
104 9.925149e-01 0.000000e+00 1.046612e-01 
105 9.923948e-01 0.000000e+00 1.052753e-01 
106 9.922769e-01 0.000000e+00 1.058571e-01 
107 9.921611e-01 0.000000e+00 1.064092e-01 
108 9.920472e-01 0.000000e+00 1.069342e-01 
109 9.919350e-01 0.000000e+00 1.074347e-01 
110 9.918241e-01 0.000000e+00 1.079135e-01 
111 9.917145e-01 0.000000e+00 1.083735e-01 
112 9.916058e-01 0.000000e+00 1.088178e-01 
