1 1.000000e+00 0.000000e+00 5.477641e-05 
2 1.000000e+00 0.000000e+00 2.333052e-04 
3 9.999999e-01 0.000000e+00 5.336305e-04 
4 9.999996e-01 0.000000e+00 9.189201e-04 
5 9.999990e-01 0.000000e+00 1.364279e-03 
6 9.999982e-01 0.000000e+00 1.859402e-03 
7 9.999969e-01 0.000000e+00 2.401554e-03 
8 9.999952e-01 0.000000e+00 2.988260e-03 
9 9.999930e-01 0.000000e+00 3.615102e-03 
10 9.999901e-01 0.000000e+00 4.277304e-03 
11 9.999866e-01 0.000000e+00 4.971284e-03 
12 9.999823e-01 0.000000e+00 5.694608e-03 
13 9.999773e-01 0.000000e+00 6.445340e-03 
14 9.999714e-01 0.000000e+00 7.221683e-03 
15 9.999645e-01 0.000000e+00 8.021588e-03 
16 9.999568e-01 0.000000e+00 8.841942e-03 
17 9.999480e-01 0.000000e+00 9.678337e-03 
18 9.999383e-01 0.000000e+00 1.052665e-02 
19 9.999276e-01 0.000000e+00 1.138593e-02 
20 9.999158e-01 0.000000e+00 1.225991e-02 
21 9.999027e-01 0.000000e+00 1.315486e-02 
22 9.998883e-01 0.000000e+00 1.407462e-02 
23 9.998724e-01 0.000000e+00 1.501643e-02 
24 9.998553e-01 0.000000e+00 1.597114e-02 
25 9.998369e-01 0.000000e+00 1.692810e-02 
26 9.998175e-01 0.000000e+00 1.788131e-02 
27 9.997969e-01 0.000000e+00 1.883285e-02 
28 9.997749e-01 0.000000e+00 1.979181e-02 
29 9.997513e-01 0.000000e+00 2.077005e-02 
30 9.997258e-01 0.000000e+00 2.177752e-02 
31 9.996981e-01 0.000000e+00 2.281933e-02 
32 9.996682e-01 0.000000e+00 2.389496e-02 
33 9.996361e-01 0.000000e+00 2.499908e-02 
34 9.996018e-01 0.000000e+00 2.612301e-02 
35 9.995657e-01 0.000000e+00 2.725655e-02 
36 9.995278e-01 0.000000e+00 2.838959e-02 
37 9.994886e-01 0.000000e+00 2.951359e-02 
38 9.994481e-01 0.000000e+00 3.062280e-02 
39 9.994064e-01 0.000000e+00 3.171518e-02 
40 9.993637e-01 0.000000e+00 3.279293e-02 
41 9.993195e-01 0.000000e+00 3.386217e-02 
42 9.992737e-01 0.000000e+00 3.493156e-02 
43 9.992260e-01 0.000000e+00 3.601004e-02 
